id,src,month,day,year,name_cn,name_native,name_romaji,alt_names,gender,blood,age,types,ptype,work,work_cn,work_year,work_fmt,works,summary,heat,fav,votes,collects,nsfw,image,thumb,alts,palette,tags,url_al,url_bgm,url_vndb,bgm_id
bgm-bgm64195,bangumi,3,8,,幡田零,幡田零,Hatada Rei,,,AB,,游戏,游戏,CRYSTAR -クライスタ-,恸哭之星,2018,游戏,,異世界｢辺獄｣で殺してしまった妹・みらいのヨミガエリのために戦う、本作の主人公。物語は｢世界を守る｣などの理由ではなく、彼女の死んだ妹を｢ヨミガエリ｣させたいというエゴによって進行する。 絶望的な状況に涙する弱さと不安定さを持ちながらも、｢それでも｣と、前へ進む強さも持っている。物静かで生真面目。なにかを守るためなら手段を選ばない。スイッチが入ると普段の物静かさと生真面目さが反転した、激情をのぞかせる。 ｢ごめんなさい。みらい。,7,0,0,7,,https://lain.bgm.tv/pic/crt/l/8d/c1/64195_crt_6VEjp.jpg,https://lain.bgm.tv/r/400/pic/crt/l/8d/c1/64195_crt_6VEjp.jpg,,,,,https://bgm.tv/character/64195,,64195
bgm-bgm50607,bangumi,3,8,,安妮·伯尼,アン・ボニー,Anne Bonny,安娜·波尼,其他,,,动画|游戏,动画,Fate/Grand Order 藤丸立香はわからない Season2,Fate/Grand Order 藤丸立香想不明白 第2季,2024,动画,"[{""t"":""Fate/Grand Order 藤丸立香はわからない Season2"",""cn"":""Fate/Grand Order 藤丸立香想不明白 第2季"",""ty"":""动画"",""y"":2024,""pop"":0},{""t"":""Fate/Grand Order -終局特異点 冠位時間神殿ソロモン-"",""cn"":""Fate/Grand Order -终局特异点 冠位时间神殿所罗门-"",""ty"":""动画"",""y"":2021,""pop"":0},{""t"":""Fate/Grand Order"",""cn"":""命运-冠位指定"",""ty"":""游戏"",""y"":2015,""pop"":0}]",出典：史実 時代：1700年頃～1782年＆1690年～1721年 地域：アイルランド島＆イングランド、カリブ海 安娜·波尼（英语：Anne Bonny，1697年或1702年3月8日－1782年4月25日？），是一位海盗黄金时代著名的海盗，也是历史上最负盛名的女海盗之一，于18世纪时活跃于加勒比海地区。,6,0,0,6,,https://lain.bgm.tv/pic/crt/l/e8/83/50607_crt_BBN7Z.jpg?r=1485490064,https://lain.bgm.tv/r/400/pic/crt/l/e8/83/50607_crt_BBN7Z.jpg?r=1485490064,,,,,https://bgm.tv/character/50607,,50607
bgm-bgm162550,bangumi,3,8,,,雫るる,,雫Lulu,其他,,,游戏,游戏,虚环,虚环,,游戏,,雫Lulu（日语：雫るる）是一名活跃于bilibili、QQ群的虚拟UP主，原隶属于フェレット女学院（雪貂女学院），现转为个人势。,5,0,0,5,,https://lain.bgm.tv/pic/crt/l/9d/12/162550_crt_59vZr.jpg,https://lain.bgm.tv/r/400/pic/crt/l/9d/12/162550_crt_59vZr.jpg,https://storage.moegirl.org.cn/moegirl/commons/f/fd/%E9%9B%ABLulu_202301%E4%B8%BB%E5%9B%BE.png!/fw/480/watermark/url/L21vZWdpcmwvd2F0ZXJtYXJrLnBuZw==/align/southeast/margin/10x10/opacity/50?v=20230129122113|https://storage.moegirl.org.cn/moegirl/commons/f/fd/%E9%9B%ABLulu_202301%E4%B8%BB%E5%9B%BE.png,,图源:moegirl,,https://bgm.tv/character/162550,,162550
bgm-bgm39206,bangumi,3,8,,月岛明光,月島明光,Tsukishima Akiteru,,其他,,,动画|漫画,动画,ハイキュー!! 烏野高校 VS 白鳥沢学園高校,排球少年 乌野高校 VS 白鸟泽学园高校,2016,动画,"[{""t"":""ハイキュー!! 烏野高校 VS 白鳥沢学園高校"",""cn"":""排球少年 乌野高校 VS 白鸟泽学园高校"",""ty"":""动画"",""y"":2016,""pop"":0},{""t"":""ハイキュー!! セカンドシーズン"",""cn"":""排球少年 第二季"",""ty"":""动画"",""y"":2015,""pop"":0},{""t"":""ハイキュー!!"",""cn"":""排球少年!!"",""ty"":""漫画"",""y"":2012,""pop"":0},{""t"":""劇場版ハイキュー!! ゴミ捨て場の決戦"",""cn"":""排球少年！！垃圾场决战"",""ty"":""动画"",""y"":2024,""pop"":0}]",月島蛍の兄。ポジションはウイングスパイカー。22歳。身長185.2cm。体重79.5kg。3月8日生まれ。好物は葉ワサビしょうゆ漬けで、最近の悩みは「日本酒になれない」。「小さな巨人」の一学年上。,5,0,0,5,,https://lain.bgm.tv/pic/crt/l/c4/af/39206_crt_d3TiJ.jpg?r=1456761737,https://lain.bgm.tv/r/400/pic/crt/l/c4/af/39206_crt_d3TiJ.jpg?r=1456761737,,,,,https://bgm.tv/character/39206,,39206
bgm-bgm5684,bangumi,3,8,,菊川雪之,菊川雪之,Kikukawa Yukino,,其他,AB,,动画|Galgame,Galgame,舞-HiME 運命の系統樹 修羅,舞-HiME 命运的系统树 修罗,2005,Galgame,"[{""t"":""舞-HiME 運命の系統樹 修羅"",""cn"":""舞-HiME 命运的系统树 修罗"",""ty"":""Galgame"",""y"":2005,""pop"":0},{""t"":""舞-HiME"",""cn"":""舞-HiME"",""ty"":""动画"",""y"":2004,""pop"":0}]",珠洲城家に代々仕える執事の娘。人前に出るのが苦手で「私なんか…」が口癖。 その内向的な性格のせいもあり、お嬢様である遥には全く逆らうことをしない。 舞衣のクラスメイト,4,0,0,4,,https://lain.bgm.tv/pic/crt/l/3b/85/5684_crt_Z51Gz.jpg?r=1586722003,https://lain.bgm.tv/r/400/pic/crt/l/3b/85/5684_crt_Z51Gz.jpg?r=1586722003,,,,,https://bgm.tv/character/5684,,5684
bgm-bgm177013,bangumi,3,8,,天丛圭,天叢ケイ,,,其他,A,,动画,动画,ネクロノミ子のコズミックホラーショウ,涅库罗诺美子的宇宙恐怖秀,2025,动画,,メガロックス社アミューズメント開発部アシスタントディレクターで美貌の才女。ゲームマスターとやり取りをするのは彼女。常識人で思いやりある性格のせいなのか、ゲーム参加者をひどく気遣う。自分の趣味をとても愛している。,3,0,0,3,,https://lain.bgm.tv/pic/crt/l/34/cf/177013_crt_pCG92.jpg?r=1748764242,https://lain.bgm.tv/r/400/pic/crt/l/34/cf/177013_crt_pCG92.jpg?r=1748764242,,,,,https://bgm.tv/character/177013,,177013
bgm-bgm26766,bangumi,3,8,,阿露米,アルーミ,Alumni,,其他,O,,动画|漫画|游戏,游戏,ガイストクラッシャー,盖斯特破坏者,2013,游戏,"[{""t"":""ガイストクラッシャー"",""cn"":""盖斯特破坏者"",""ty"":""游戏"",""y"":2013,""pop"":0},{""t"":""ガイストクラッシャー"",""cn"":""圣灵破碎者"",""ty"":""动画"",""y"":2013,""pop"":0},{""t"":""ガイストクラッシャー"",""cn"":""盖斯特粉碎者"",""ty"":""漫画"",""y"":2013,""pop"":0},{""t"":""ガイストクラッシャーゴッド"",""cn"":""盖斯特破坏者 神"",""ty"":""游戏"",""y"":2014,""pop"":0}]",イレイザーの幹部。2040年3月8日生まれ24歳。身長182cm、体重68kg。見た目はビジュアル系の小物を見に纏っているがオネエ言葉を使い、嫉妬すると爪を噛む癖がある。ガイストの研究だけでなく、美容関連の追及にも余念がない。女性という人種を嫌う。瞳の色は緑。彼もまたガイメタル研究所の元メンバーでナノテクノロジーの権威。アリスのステルス機能も彼の成果である。マンガンとは性格が正反対であったにも関わらず、ウマがあっていた。,2,0,0,2,,https://lain.bgm.tv/pic/crt/l/78/2e/26766_crt_lbZLz.jpg?r=1410180695,https://lain.bgm.tv/r/400/pic/crt/l/78/2e/26766_crt_lbZLz.jpg?r=1410180695,,,,,https://bgm.tv/character/26766,,26766
bgm-bgm206928,bangumi,3,8,,成田类,成田類,Rui Narita,,其他,B,,动画|漫画,动画,うちの弟どもがすみません,我家的弟弟们真是让您费心了,2026,动画,"[{""t"":""うちの弟どもがすみません"",""cn"":""我家的弟弟们真是让您费心了"",""ty"":""动画"",""y"":2026,""pop"":0},{""t"":""うちの弟どもがすみません"",""cn"":""我家的弟弟们真是让您费心了"",""ty"":""漫画"",""y"":2020,""pop"":0}]",成田家の四男。 いつも元気で甘え上手な成田家のアイドル。 人懐っこく、どこに行ってもかわいがられる人気者。,2,0,0,2,,https://lain.bgm.tv/pic/crt/l/1f/5b/206928_crt_WxZ8A.jpg,https://lain.bgm.tv/r/400/pic/crt/l/1f/5b/206928_crt_WxZ8A.jpg,,,,,https://bgm.tv/character/206928,,206928
bgm-bgm42448,bangumi,3,8,,鸟居步美,鳥居歩美,Torii Ayumi,,其他,A,,游戏,游戏,ラブライブ！スクールアイドルフェスティバル,LoveLive! 学园偶像祭,2013,游戏,,Klab旗下的手机音乐节奏社交卡牌游戏《LoveLive! 学园偶像祭》登场人物。,2,0,0,2,,https://lain.bgm.tv/pic/crt/l/22/b5/42448_crt_19l34.jpg?r=1465667815,https://lain.bgm.tv/r/400/pic/crt/l/22/b5/42448_crt_19l34.jpg?r=1465667815,https://storage.moegirl.org.cn/moegirl/commons/b/be/66_%E9%B8%9F%E5%B1%85%E6%AD%A5%E7%BE%8E.png!/fw/480/watermark/url/L21vZWdpcmwvd2F0ZXJtYXJrLnBuZw==/align/southeast/margin/10x10/opacity/50?v=20190426054959|https://storage.moegirl.org.cn/moegirl/commons/b/be/66_%E9%B8%9F%E5%B1%85%E6%AD%A5%E7%BE%8E.png,,图源:moegirl,,https://bgm.tv/character/42448,,42448
bgm-bgm214256,bangumi,3,8,,朱丽叶特·哈尔维诺,ジュリエッテ・ハルヴイーノ,,朱丽叶特,其他,,,Galgame,Galgame,ティンクルスターナイツ,闪耀星骑士,2023,Galgame,,作为“坍缩星”的一员，表面上对敌人礼貌的少女。 然而，在其背后，却有着利用对方的腹黑一面。但由于做事不够周全，她经常自己陷入困境。 她来自魔界的沙里昂地区，是“沙里昂十贵族”中的一员，与夏露琳处于敌对关系。,1,0,0,1,,https://lain.bgm.tv/pic/crt/l/9c/00/214256_crt_ruhaS.jpg,https://lain.bgm.tv/r/400/pic/crt/l/9c/00/214256_crt_ruhaS.jpg,,,,,https://bgm.tv/character/214256,,214256
bgm-bgm85454,bangumi,3,8,,,ルクス,,,,AB,,Galgame,Galgame,ゴシックは魔法乙女～さっさと契約しなさい！～,哥特式魔法少女,2015,Galgame,,森羅万象の光の輝きを神として奉る宗教の神官。困窮している者には優しく手を差し伸べるが、罪を犯した者には、改心するまで厳しく接する。,1,0,0,1,,https://lain.bgm.tv/pic/crt/l/8e/0b/85454_crt_1K5pS.jpg,https://lain.bgm.tv/r/400/pic/crt/l/8e/0b/85454_crt_1K5pS.jpg,,,,,https://bgm.tv/character/85454,,85454
bgm-bgm8841,bangumi,3,8,,惠比寿,エビス,Ebisu,夷,其他,A,,动画|漫画,动画,NARUTO -ナルト- 疾風伝,火影忍者疾风传,2007,动画,"[{""t"":""NARUTO -ナルト- 疾風伝"",""cn"":""火影忍者疾风传"",""ty"":""动画"",""y"":2007,""pop"":0},{""t"":""NARUTO -ナルト-"",""cn"":""火影忍者"",""ty"":""动画"",""y"":2002,""pop"":0},{""t"":""NARUTO -ナルト-"",""cn"":""火影忍者"",""ty"":""漫画"",""y"":2000,""pop"":0}]",,1,0,0,1,,https://lain.bgm.tv/pic/crt/l/04/a7/8841_crt_689M6.jpg,https://lain.bgm.tv/r/400/pic/crt/l/04/a7/8841_crt_689M6.jpg,,,,,https://bgm.tv/character/8841,,8841
bgm-bgm157333,bangumi,3,8,,葛威德,グウィード,Guido,,其他,,,Galgame,Galgame,夢王国と眠れる100人の王子様,梦王国与沉睡的100名王子,2015,Galgame,,舞蹈之國・艾伊姆的王子。總是帶著面具遮住面容，會以紳士般的舉止接待女性。警戒心強，所以會不自覺觀察周遭的狀況。喜歡的花是含羞草。,1,0,0,1,,https://lain.bgm.tv/pic/crt/l/a1/73/157333_crt_T98xz.jpg,https://lain.bgm.tv/r/400/pic/crt/l/a1/73/157333_crt_T98xz.jpg,,,,,https://bgm.tv/character/157333,,157333
bgm-bgm102571,bangumi,3,8,,,若宮雪江,Wakamiya Yukie,,其他,A,,动画|Galgame,Galgame,きゃんきゃんバニー エクストラ,Can Can Bunny Extra,1993,Galgame,"[{""t"":""きゃんきゃんバニー エクストラ"",""cn"":""Can Can Bunny Extra"",""ty"":""Galgame"",""y"":1993,""pop"":0},{""t"":""きゃんきゃんバニーエクストラ"",""cn"":"""",""ty"":""动画"",""y"":1996,""pop"":0}]",美沙生と千里が通う大手進学予備校の非常勤講師、担当は日本史。父親が貿易会社勤務で、海外で生まれ育った。レポーターになる為に最近来日し、知識で持っていた日本と実際の生活面でのギャップに少々戸惑っている。後に念願のテレビレポーターに転職する。,1,0,0,1,1,https://lain.bgm.tv/pic/crt/l/a3/6f/102571_crt_ZuabQ.jpg,https://lain.bgm.tv/r/400/pic/crt/l/a3/6f/102571_crt_ZuabQ.jpg,,,,,https://bgm.tv/character/102571,,102571
bgm-bgm29746,bangumi,3,8,,里见阳奈,里見陽奈,satomi hina,,其他,B,,游戏,音乐,誓いのビジョン,,2015,音乐,"[{""t"":""誓いのビジョン"",""cn"":"""",""ty"":""音乐"",""y"":2015,""pop"":0},{""t"":""アイドルクロニクル"",""cn"":"""",""ty"":""游戏"",""y"":"""",""pop"":0}]",「トップアイドルになるのが私の夢だもん！」,1,0,0,1,,https://lain.bgm.tv/pic/crt/l/24/14/29746_crt_v3Xmx.jpg,https://lain.bgm.tv/r/400/pic/crt/l/24/14/29746_crt_v3Xmx.jpg,,,,,https://bgm.tv/character/29746,,29746
bgm-bgm199298,bangumi,3,8,,,南宫三八,,,其他,,,动画|漫画,漫画,异常生物见闻录,异常生物见闻录,2018,漫画,"[{""t"":""异常生物见闻录"",""cn"":""异常生物见闻录"",""ty"":""漫画"",""y"":2018,""pop"":0},{""t"":""新·异常生物见闻录：序"",""cn"":"""",""ty"":""动画"",""y"":2025,""pop"":0},{""t"":""异常生物见闻录 特别篇"",""cn"":"""",""ty"":""动画"",""y"":2020,""pop"":0},{""t"":""异常生物见闻录"",""cn"":"""",""ty"":""动画"",""y"":2019,""pop"":0}]",南宫五月的哥哥，混血猎魔人，由于身份敏感（主要是父母身份敏感......），对于异类和猎魔人两大集团均保持谨慎。因为他在三月八号出生所以被起名南宫三八，而妹妹南宫五月在五月十五号出生所以起名南宫五月，因此兄妹拥有了反差极其大的名字。之前奔走世界各地，在超自然异象方面是个“专家”（主要是猎魔人里面只有他跳了出来......）；猎魔技术方面是个半吊子，“但至少有点决断力”（资深猎魔人之语）；任伊丽莎白（豆豆）的猎魔教官。,0,0,0,0,,https://lain.bgm.tv/pic/crt/l/95/2e/199298_crt_4yz58.jpg,https://lain.bgm.tv/r/400/pic/crt/l/95/2e/199298_crt_4yz58.jpg,,,,,https://bgm.tv/character/199298,,199298
bgm-bgm104531,bangumi,3,8,,井田浩介,井田浩介,,,其他,,,漫画,其他,消えた初恋,消失的初恋,2021,其他,"[{""t"":""消えた初恋"",""cn"":""消失的初恋"",""ty"":""其他"",""y"":2021,""pop"":0},{""t"":""消えた初恋"",""cn"":""消失的初恋"",""ty"":""漫画"",""y"":2019,""pop"":0}]",2年7組に在籍している高校生の男の子。青木のクラスメートで、黒髪の短髪で男らしい顔をしている。初めて告白されたのが男だと苦悩するが、相手をからかったりせずに真剣に答えようとする誠実でまじめな男子。恋愛に関しては鈍感で、好きという感情がまだよくわかっていない。バレー部に所属していて、理数系の成績はよい。家では豆太郎という柴犬を飼っている。,0,0,0,0,,https://lain.bgm.tv/pic/crt/l/e8/82/104531_crt_4fmU8.jpg,https://lain.bgm.tv/r/400/pic/crt/l/e8/82/104531_crt_4fmU8.jpg,,,,,https://bgm.tv/character/104531,,104531
bgm-bgm16294,bangumi,3,8,,泷丸,滝丸,,,其他,B,,动画,动画,トリコ,美食的俘虏,2011,动画,,素食の教えに従い、自然食を重んじ、厳しく己を律する集団、グルメ騎士の一員。ある目的の為にセンチュリースープ捕獲作戦に参加する。荒くれ者の多い美食屋としては幼く見える外見をからかわれると挑発的な態度をとる事があるが、本来は誠実でやさしい性格。騎士と呼ばれる通り乗馬が得意。素手の打撃で敵の骨を脱臼させる「栓抜きショット」が得意技。,0,0,0,0,,https://lain.bgm.tv/pic/crt/l/7b/f6/16294_crt_mWLmW.jpg,https://lain.bgm.tv/r/400/pic/crt/l/7b/f6/16294_crt_mWLmW.jpg,,,,,https://bgm.tv/character/16294,,16294
bgm-bgm151146,bangumi,3,8,,,イサオ・カワダ,,,其他,B,,动画,动画,勇気爆発バーンブレイバーン,勇气爆发 Bang Bravern,2024,动画,,海上自衛隊所属、アド・リムパックに参加する自衛隊の指揮官を務める。 陸海空の統合作戦、演習の経験が数多くあり、キングの優秀な補佐役を務める。,0,0,0,0,,https://lain.bgm.tv/pic/crt/l/49/a1/151146_crt_Ee0KW.jpg,https://lain.bgm.tv/r/400/pic/crt/l/49/a1/151146_crt_Ee0KW.jpg,,,,,https://bgm.tv/character/151146,,151146
bgm-bgm59317,bangumi,3,8,,,フーゴ,Hugo,,其他,,,动画|漫画,动画,進撃の巨人,进击的巨人,2013,动画,"[{""t"":""進撃の巨人"",""cn"":""进击的巨人"",""ty"":""动画"",""y"":2013,""pop"":0},{""t"":""進撃の巨人 Season 2"",""cn"":""进击的巨人 第二季"",""ty"":""动画"",""y"":2017,""pop"":0},{""t"":""進撃の巨人"",""cn"":""进击的巨人"",""ty"":""漫画"",""y"":2010,""pop"":0}]",駐屯兵団所属の兵士。太めの体格にオールバック風の髪型の男性。ハンネスや仲間とともに飲んだくれており、その様子を怒るエレンを窘めていた。 アニメ版の845年のシガンシナ区での巨人侵攻では、市民を避難させ内地へ通じる門を死守するため、部隊を指揮して大砲で巨人を食い止めようとしていた。鎧の巨人が突進してきたため退避するも、間に合わず門もろとも吹き飛ばされた。,0,0,0,0,,https://lain.bgm.tv/pic/crt/l/63/1e/59317_crt_EpEAA.jpg,https://lain.bgm.tv/r/400/pic/crt/l/63/1e/59317_crt_EpEAA.jpg,,,,,https://bgm.tv/character/59317,,59317
bgm-bgm4078,bangumi,3,8,,赞拜,ザンバイ,Zambai,,其他,,,动画,动画,ONE PIECE,航海王,1999,动画,"[{""t"":""ONE PIECE"",""cn"":""航海王"",""ty"":""动画"",""y"":1999,""pop"":0},{""t"":""ONE PIECE エピソードオブメリー 〜もうひとりの仲間の物語〜"",""cn"":""航海王：黄金梅利号之章 另一位伙伴的故事"",""ty"":""动画"",""y"":2013,""pop"":0}]",曾经在卡雷拉公司应征当船工不成，为此变的非常失意。原本在后街是个小混混，遇到弗兰奇后，成为他的部下，平时在方块姐妹以外的人中是与弗兰奇较为靠近的人物，亦常在剧情中代表所有小弟们发言。两年后没什么变化，开始在美食之都普基承接船只购买、修理、解体的工作。名字的由来是“战败”。,0,0,0,0,,https://lain.bgm.tv/pic/crt/l/5f/f1/4078_crt_o88OT.jpg,https://lain.bgm.tv/r/400/pic/crt/l/5f/f1/4078_crt_o88OT.jpg,,,,,https://bgm.tv/character/4078,,4078
